bcl::storage::Table<double>                                     nr_aa  nr_aa_def  nr_aa_sse nr_aa_helix nr_aa_strand     nr_sse   nr_helix  nr_strand         co    rco_seq    rco_aas        cr6       cr12       cr24    cr6_mcc   cr12_mcc   cr24_mcc topology_f topology_tpr topology_ppv completeness       RMSD    RMSD100     GDT_TS GDT_TS_norm GDT_TS_sse_norm     GDT_1A GDT_1A_norm GDT_1A_sse_norm     GDT_2A GDT_2A_norm GDT_2A_sse_norm     GDT_4A GDT_4A_norm GDT_4A_sse_norm     GDT_8A GDT_8A_norm GDT_8A_sse_norm   aasmooth    aaclash     aadist aa_clash_hires aa_pair_interaction    aaneigh aaneigh_ent       loop loop_angle loop_closure loop_closure_gradient    phi_psi sse_linear_loop_proximity ss_PSIPRED ss_PSIPRED_ent    ss_JUFO ss_JUFO_ent       rgyr   co_score ssepack_fr  strand_fr sse_completeness all_sse_chirality_aa all_sse_chirality_contact_aa sse_contact_type sse_contact_adjacency sse_orientation sse_interaction_angle_overlap   ssealign ss_PSIPRED_env ss_JUFO_env  CCCScaled sse_inter_atom_clash sse_intra_atom_clash bcl::score::LoopClosure phipsi_coil sse_pair_gap sse_connectivity bcl::score::ProteinModelLoopDomainClosure phipsi_sspred_close aaneighvector    sasaols    ssepack     strand        sum 
example/example_files/input/cluster/cluster_0011_final.pdb         76         42         42          12           30          5          1          4    30.5067   0.401404   0.401404    14.1791    11.0092         10   0.182034   0.148608   0.131175          0            0            0     0.552632    11.7371    20.7279       37.5     20.7237         20.7237    28.5714     15.7895         15.7895    28.5714     15.7895         15.7895    33.3333     18.4211         18.4211    59.5238     32.8947         32.8947   -77.7501    2.18693    46.5433        3.35201                   0    3.59695           0   -1.40124   -6.12124            0                     0   -10.7312                         0   -52.6234              0   -51.6978           0   -16.6416   -99.8155   -14.4472  -0.280888                0             -11.6735                      6.87584         -13.4316               1.00817         61.4709                      -3.31204          0         -75.78         -76    -35.181              2.06832                    0                 1.53452    -9.68044            0                0                                         0            -102.507       4.73013     19.163   -3.37984   -5.08353   -515.009 
example/example_files/input/cluster/cluster_0012_final.pdb         76         42         42          12           30          5          1          4    32.8088   0.431695   0.431695    22.3881    19.2661      18.75   0.313784   0.270221   0.246736          0            0            0     0.552632    8.69365     15.353     60.119     33.2237         33.2237    28.5714     15.7895         15.7895    64.2857     35.5263         35.5263    71.4286     39.4737         39.4737    76.1905     42.1053         42.1053   -54.1884    4.05899    83.6425        4.26666                   0    1.57136           0   -1.94943   -6.76958            0                     0   -10.7344                         0   -52.6234              0   -51.6978           0   -21.2404   -90.7265      -10.1   0.310265                0             -2.78533                       -2.332          19.0243               5.01171         36.7473                      -3.50919          0         -75.78         -76   -49.9281                    5                    0                0.986709    -9.68368            0                0                                         0            -102.507       3.60195    17.2835   -3.19419   -3.20507   -447.449 
example/example_files/input/cluster/cluster_0013_final.pdb         76         42         42          12           30          5          1          4    32.9577   0.433655   0.433655    18.6567    14.6789       17.5   0.248877   0.209383   0.221968          0            0            0     0.552632    7.12723    12.5867    60.7143     33.5526         33.5526    28.5714     15.7895         15.7895    54.7619     30.2632         30.2632    76.1905     42.1053         42.1053    83.3333     46.0526         46.0526   -76.0275    4.78726    87.1507        5.67211                   0   -1.56852           0  -0.791851   -5.87893            0                     0   -10.7205                   0.92797   -52.6234              0   -51.6978           0   -20.2443   -89.9877   -3.84123   -1.65281                0             -9.35157                      7.25751          24.9703               4.35248         69.8916                      -2.16889          0         -75.78         -76   -50.0685             0.531039                    0                 1.96859     -9.6697            0                0                                         0            -102.497      -2.35348    18.5779   -2.38582   -1.08796    -420.31 
example/example_files/input/cluster/cluster_0014_final.pdb         76         42         42          12           30          5          1          4    30.6892   0.403805   0.403805    21.6418    19.2661      21.25   0.284587   0.267794    0.28932          0            0            0     0.552632    6.03102    10.6508    60.7143     33.5526         33.5526    28.5714     15.7895         15.7895    42.8571     23.6842         23.6842    80.9524     44.7368         44.7368    90.4762          50              50   -66.4698    4.72949    92.5171        5.13019                   0    4.98361           0   -1.59936   -6.40392            0                     0   -10.6938                         0   -52.6234              0   -51.6978           0   -20.1873   -99.2306   -12.2892    7.27218                0             -11.7337                     -2.12299          4.40228              -2.40341         4.98241                      -4.23728          0         -75.78         -76   -49.3478                    2                    0                 1.12128    -9.64303            0                0                                         0            -102.474       4.53113    19.0048   -3.50307   -2.03217   -509.799 
example/example_files/input/cluster/cluster_0015_final.pdb         76         42         42          12           30          5          1          4      31.25   0.411184   0.411184    8.20896    2.75229        2.5   0.103218  0.0243902  0.0138268          0            0            0     0.552632    10.8569    19.1733    40.4762     22.3684         22.3684    28.5714     15.7895         15.7895    28.5714     15.7895         15.7895         50     27.6316         27.6316    54.7619     30.2632         30.2632   -64.7835    2.57316     54.254        3.16371                   0    2.16926           0   -1.47044   -6.56148            0                     0   -10.7246                         0   -52.6234              0   -51.6978           0   -21.1385    -97.305   -18.9488    5.43862                0              1.83643                     -3.88867         -14.2333               2.76554         33.7575                      -3.71312          0         -75.78         -76   -32.8084              2.30147                    0                 1.44441    -9.67388            0                0                                         0            -102.502        1.4955     19.933   -3.72724   -3.20799   -519.655 
example/example_files/input/cluster/cluster_0016_final.pdb         76         42         42          12           30          5          1          4       30.4        0.4        0.4    23.8806    22.9358       27.5   0.323625   0.337668   0.407363          0            0            0     0.552632    7.06951    12.4848     60.119     33.2237         33.2237    28.5714     15.7895         15.7895    45.2381          25              25    78.5714     43.4211         43.4211    88.0952     48.6842         48.6842   -50.8608    4.02533    79.7995        3.76614                   0    3.36277           0  -0.921173   -6.11775            0                     0    -10.721                  0.649087   -52.6234              0   -51.6978           0   -20.1865   -100.149    11.7338  -0.521157                0            -0.746154                     -4.11221          23.6406               11.3763         21.9477                       -1.6814          0         -75.78         -76   -49.6064              7.23581                    0                 2.09821    -9.67026            0                0                                         0            -102.502       5.30068    15.9884   0.374298  -0.221112   -422.819 
example/example_files/input/cluster/cluster_0017_final.pdb         76         42         42          12           30          5          1          4    30.6125   0.402796   0.402796    21.6418    20.1835       27.5   0.274081   0.274004   0.346882          0            0            0     0.552632    9.86439    17.4206    45.2381          25              25    30.9524     17.1053         17.1053    35.7143     19.7368         19.7368         50     27.6316         27.6316    64.2857     35.5263         35.5263   -63.0544    4.90038    95.0799        5.26623                   0   0.795415           0   -1.38648   -5.94858            0                     0   -10.7411                         0   -52.6234              0   -51.6978           0   -21.8628   -99.4787   -17.6313      3.678                0              29.8681                      5.53954          1.12748               2.76554         45.8097                      -3.25586          0         -75.78         -76   -50.5123              1.93782                    0                 1.22402    -9.69037            0                0                                         0            -102.515      0.742488    17.0735   -4.45017   -1.72262   -432.543 
example/example_files/input/cluster/cluster_0018_final.pdb         76         42         42          12           30          5          1          4       32.2   0.423684   0.423684    12.6866    7.33945       3.75   0.170417  0.0916202  0.0338394          0            0            0     0.552632    10.7133    18.9197    38.6905     21.3816         21.3816    28.5714     15.7895         15.7895    28.5714     15.7895         15.7895    35.7143     19.7368         19.7368    61.9048     34.2105         34.2105   -54.1122    3.48156    68.3641        4.14441                   0    2.34643           0    -2.6049    -7.2277            0                     0   -10.7473                         0   -52.6234              0   -51.6978           0   -18.9162   -93.5345   -14.4535  -0.987477                0             -20.2202                     -9.01328          9.60953               10.8958        -7.37935                      -2.62615          0         -75.78         -76   -36.0335              7.74401                    0                0.637506    -9.69655            0                0                                         0            -102.522       2.50582    19.4287   -3.33185   -3.12076   -523.471 
example/example_files/input/cluster/cluster_0019_final.pdb         76         42         42          12           30          5          1          4    31.0649   0.408749   0.408749    18.6567    15.5963       12.5   0.247225    0.21195   0.167436          0            0            0     0.552632    9.88381    17.4549    48.2143     26.6447         26.6447    28.5714     15.7895         15.7895    35.7143     19.7368         19.7368    57.1429     31.5789         31.5789    71.4286     39.4737         39.4737    -73.503    2.06549       47.4        3.10817                   0    1.18011           0   -2.37761   -6.75887            0                     0   -10.7506                         0   -52.6234              0   -51.6978           0   -21.1444   -97.9629   -8.35378   -5.59742                0              6.34771                     -2.36876          1.12748               12.6532         73.2639                      -3.25586          0         -75.78         -76   -49.1777              2.99999                    0                0.586738    -9.69986            0                0                                         0            -102.528       3.53789    16.8233   -2.14559   -4.60309   -485.235 
example/example_files/input/cluster/cluster_0020_final.pdb         76         42         42          12           30          5          1          4    30.4342    0.40045    0.40045    29.1045    28.4404         30   0.391236   0.399143   0.405388          0            0            0     0.552632    5.97264    10.5477    60.7143     33.5526         33.5526    28.5714     15.7895         15.7895     52.381     28.9474         28.9474    76.1905     42.1053         42.1053    85.7143     47.3684         47.3684    -48.245    1.26106    39.0474        3.27293                   0    2.62785           0   -2.46706   -6.89966            0                     0   -10.7217                         0   -52.6234              0   -51.6978           0   -21.2214   -100.042   -11.4563   -1.63882                0              -9.2986                     -7.20402         -14.2333               2.76554         44.8491                      -3.71312          0         -75.78         -76   -50.3379              2.00038                    0                0.577203    -9.67092            0                0                                         0            -102.497       3.12716    17.8426    -3.0117   -5.20826   -546.597 
